Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,2020-08-13,2020,08,13,,28.9,,19.0,,24.0,,0.0,,6.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-14,2020,08,14,,28.6,,20.8,,24.7,,0.0,,6.7,,0.0,,0.0,,0.0,,,,12,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-15,2020,08,15,,27.9,,17.1,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-16,2020,08,16,,25.8,,18.5,,22.2,,0.0,,4.2,,1.0,,0.0,,1.0,,,,14,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-17,2020,08,17,,27.4,,15.0,,21.2,,0.0,,3.2,,4.8,,0.0,,4.8,,,,33,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-18,2020,08,18,,25.0,,14.1,,19.6,,0.0,,1.6,,0.8,,0.0,,0.8,,,,36,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-19,2020,08,19,,23.7,,11.3,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,,,36,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-20,2020,08,20,,27.6,,11.0,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,21,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-21,2020,08,21,,30.6,,17.4,,24.0,,0.0,,6.0,,0.0,T,0.0,,0.0,T,,,28,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-22,2020,08,22,,31.1,,18.9,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-23,2020,08,23,,31.7,,18.4,,25.1,,0.0,,7.1,,0.0,T,0.0,,0.0,T,,,23,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-24,2020,08,24,,32.7,,20.4,,26.6,,0.0,,8.6,,0.0,,0.0,,0.0,,,,25,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-25,2020,08,25,,28.0,,17.0,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,,,32,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-26,2020,08,26,,21.2,,14.1,,17.7,,0.3,,0.0,,4.4,,0.0,,4.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-27,2020,08,27,,30.2,,17.9,,24.1,,0.0,,6.1,,0.0,,0.0,,0.0,,,,27,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-28,2020,08,28,,24.0,,16.7,,20.4,,0.0,,2.4,,0.2,,0.0,,0.2,,,,12,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-29,2020,08,29,,27.0,,16.2,,21.6,,0.0,,3.6,,1.8,,0.0,,1.8,,,,32,,68,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-30,2020,08,30,,23.7,,13.9,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,,,36,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-31,2020,08,31,,25.2,,14.5,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,6,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-01,2020,09,01,,28.1,,18.6,,23.4,,0.0,,5.4,,10.4,,0.0,,10.4,,,,16,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-02,2020,09,02,,28.3,,17.8,,23.1,,0.0,,5.1,,1.6,,0.0,,1.6,,,,27,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-03,2020,09,03,,28.6,,14.9,,21.8,,0.0,,3.8,,2.0,,0.0,,2.0,,,,20,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-04,2020,09,04,,23.0,,12.4,,17.7,,0.3,,0.0,,0.2,,0.0,,0.2,,,,29,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-05,2020,09,05,,21.1,,11.5,,16.3,,1.7,,0.0,,0.0,T,0.0,,0.0,T,,,27,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-06,2020,09,06,,22.0,,9.4,,15.7,,2.3,,0.0,,0.0,,0.0,,0.0,,,,14,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-07,2020,09,07,,25.2,,15.6,,20.4,,0.0,,2.4,,5.2,,0.0,,5.2,,,,18,,63,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-08,2020,09,08,,16.5,,14.4,,15.5,,2.5,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-09,2020,09,09,,18.5,,13.6,,16.1,,1.9,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-10,2020,09,10,,19.8,,13.0,,16.4,,1.6,,0.0,,0.0,T,0.0,,0.0,T,,,35,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-11,2020,09,11,,17.6,,11.6,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-12,2020,09,12,,21.4,,10.4,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,11,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-13,2020,09,13,,26.1,,13.8,,20.0,,0.0,,2.0,,3.8,,0.0,,3.8,,,,27,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-14,2020,09,14,,17.5,,6.7,,12.1,,5.9,,0.0,,0.0,,0.0,,0.0,,,,33,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-15,2020,09,15,,19.8,,5.0,,12.4,,5.6,,0.0,,0.0,,0.0,,0.0,,,,20,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-16,2020,09,16,,25.4,,14.1,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,21,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-17,2020,09,17,,19.2,,7.5,,13.4,,4.6,,0.0,,0.0,,0.0,,0.0,,,,1,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-18,2020,09,18,,15.9,,5.3,,10.6,,7.4,,0.0,,0.0,,0.0,,0.0,,,,36,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-19,2020,09,19,,14.4,,3.1,,8.8,,9.2,,0.0,,0.0,,0.0,,0.0,,,,16,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-20,2020,09,20,,16.8,,9.1,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,12,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-21,2020,09,21,,19.5,,4.1,,11.8,,6.2,,0.0,,0.0,,0.0,,0.0,,,,16,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-22,2020,09,22,,21.5,,6.7,,14.1,,3.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-23,2020,09,23,,27.6,,12.2,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,31,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-24,2020,09,24,,25.1,,11.8,,18.5,,0.0,,0.5,,2.0,,0.0,,2.0,,,,19,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-25,2020,09,25,,24.4,,14.1,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-26,2020,09,26,,25.9,,12.0,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,,19,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-27,2020,09,27,,27.2,,19.6,,23.4,,0.0,,5.4,,0.0,,0.0,,0.0,,,,22,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-28,2020,09,28,,26.7,,14.7,,20.7,,0.0,,2.7,,8.4,,0.0,,8.4,,,,27,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-29,2020,09,29,,19.0,,12.8,,15.9,,2.1,,0.0,,2.2,,0.0,,2.2,,,,25,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-30,2020,09,30,,19.0,,10.1,,14.6,,3.4,,0.0,,5.0,,0.0,,5.0,,,,21,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-01,2020,10,01,,17.9,,8.3,,13.1,,4.9,,0.0,,0.0,T,0.0,,0.0,T,,,22,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-02,2020,10,02,,15.5,,5.5,,10.5,,7.5,,0.0,,0.0,T,0.0,,0.0,T,,,35,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-03,2020,10,03,,13.0,,3.3,,8.2,,9.8,,0.0,,4.0,,0.0,,4.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-04,2020,10,04,,11.4,,5.7,,8.6,,9.4,,0.0,,3.2,,0.0,,3.2,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-05,2020,10,05,,15.1,,7.2,,11.2,,6.8,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-06,2020,10,06,,19.5,,7.8,,13.7,,4.3,,0.0,,0.0,,0.0,,0.0,,,,22,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-07,2020,10,07,,18.5,,9.2,,13.9,,4.1,,0.0,,2.6,,0.0,,2.6,,,,31,,84,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-08,2020,10,08,,16.5,,5.3,,10.9,,7.1,,0.0,,0.8,,0.0,,0.8,,,,30,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-09,2020,10,09,,18.3,,2.8,,10.6,,7.4,,0.0,,0.0,,0.0,,0.0,,,,20,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-10,2020,10,10,,22.1,,7.8,,15.0,,3.0,,0.0,,0.4,,0.0,,0.4,,,,31,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-11,2020,10,11,,11.7,,5.4,,8.6,,9.4,,0.0,,0.0,,0.0,,0.0,,,,7,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-12,2020,10,12,,16.4,,7.6,,12.0,,6.0,,0.0,,0.2,,0.0,,0.2,,,,7,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-13,2020,10,13,,18.0,,10.1,,14.1,,3.9,,0.0,,7.8,,0.0,,7.8,,,,32,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-14,2020,10,14,,17.4,,6.3,,11.9,,6.1,,0.0,,0.0,T,0.0,,0.0,T,,,25,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-15,2020,10,15,,17.2,,6.9,,12.1,,5.9,,0.0,,11.6,,0.0,,11.6,,,,26,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-16,2020,10,16,,12.2,,2.6,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,27,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-17,2020,10,17,,13.5,,2.6,,8.1,,9.9,,0.0,,0.0,,0.0,,0.0,,,,27,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-18,2020,10,18,,14.2,,6.3,,10.3,,7.7,,0.0,,2.0,,0.0,,2.0,,,,20,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-19,2020,10,19,,8.1,,5.9,,7.0,,11.0,,0.0,,8.6,,0.0,,8.6,,,,36,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-20,2020,10,20,,11.5,,6.0,,8.8,,9.2,,0.0,,1.2,,0.0,,1.2,,,,11,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-21,2020,10,21,,17.2,,7.1,,12.2,,5.8,,0.0,,5.0,,0.0,,5.0,,,,28,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-22,2020,10,22,,12.3,,8.5,,10.4,,7.6,,0.0,,2.0,,0.0,,2.0,,,,11,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-23,2020,10,23,,24.7,,8.2,,16.5,,1.5,,0.0,,2.6,,0.0,,2.6,,,,22,,63,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-24,2020,10,24,,8.4,,2.6,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,,,32,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-25,2020,10,25,,6.4,,1.8,,4.1,,13.9,,0.0,,0.0,,0.0,,0.0,,,,9,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-26,2020,10,26,,8.1,,2.4,,5.3,,12.7,,0.0,,1.6,,0.0,,1.6,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-27,2020,10,27,,7.3,,1.5,,4.4,,13.6,,0.0,,5.2,,0.0,,5.2,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-28,2020,10,28,,11.8,,2.4,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,,,26,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-29,2020,10,29,,10.8,,2.1,,6.5,,11.5,,0.0,,1.6,,0.0,,1.6,,,,4,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-30,2020,10,30,,2.3,,-4.3,,-1.0,,19.0,,0.0,,0.0,,0.0,,0.0,,,,1,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-31,2020,10,31,,6.7,,-5.4,,0.7,,17.3,,0.0,,0.0,,0.0,,0.0,,,,18,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-01,2020,11,01,,11.2,,0.0,,5.6,,12.4,,0.0,,2.2,,1.0,,3.6,,1,E,26,,76,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-02,2020,11,02,,7.2,,-2.1,,2.6,,15.4,,0.0,,0.0,,0.0,T,0.0,T,0,T,27,,81,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-03,2020,11,03,,7.1,,3.8,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,,,28,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-04,2020,11,04,,19.6,,1.8,,10.7,,7.3,,0.0,,0.0,,0.0,,0.0,,,,22,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-05,2020,11,05,,19.2,,11.4,,15.3,,2.7,,0.0,,0.0,,0.0,,0.0,,,,21,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-06,2020,11,06,,20.8,,9.1,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,24,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-07,2020,11,07,,21.0,,9.4,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,,,25,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-08,2020,11,08,,20.1,,6.2,,13.2,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-09,2020,11,09,,19.5,,6.9,,13.2,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-10,2020,11,10,,24.3,,7.8,,16.1,,1.9,,0.0,,0.0,,0.0,,0.0,,,,22,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-11,2020,11,11,,18.2,,5.5,,11.9,,6.1,,0.0,,0.6,,0.0,,0.6,,,,26,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-12,2020,11,12,,9.8,,3.7,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-13,2020,11,13,,9.0,,3.3,,6.2,,11.8,,0.0,,0.0,T,0.0,,0.0,T,,,29,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-14,2020,11,14,,7.6,,0.1,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,12,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-15,2020,11,15,,13.2,,3.1,,8.2,,9.8,,0.0,,10.4,,0.0,T,10.4,,,,23,,91,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-16,2020,11,16,,4.1,,1.1,,2.6,,15.4,,0.0,,0.2,,0.0,T,0.2,,,,25,,68,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-17,2020,11,17,,3.0,,-5.4,,-1.2,,19.2,,0.0,,0.0,,0.6,,0.6,,0,T,30,,74,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-18,2020,11,18,,1.5,,-6.2,,-2.4,,20.4,,0.0,,0.0,,0.0,T,0.0,T,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-19,2020,11,19,,15.0,,1.5,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,25,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-20,2020,11,20,,17.8,,6.1,,12.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,27,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-21,2020,11,21,,6.0,,0.3,,3.2,,14.8,,0.0,,0.0,,0.0,,0.0,,,,30,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-22,2020,11,22,,1.9,,-1.0,,0.5,,17.5,,0.0,,0.0,,19.4,,19.4,,7,E,34,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-23,2020,11,23,,3.5,,-4.2,,-0.4,,18.4,,0.0,,0.0,,0.0,T,0.0,T,17,,29,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-24,2020,11,24,,2.1,,-1.7,,0.2,,17.8,,0.0,,0.0,,1.0,,1.0,,11,,12,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-25,2020,11,25,,8.3,,1.3,,4.8,,13.2,,0.0,,6.8,,0.0,,6.8,,8,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-26,2020,11,26,,11.9,,6.6,,9.3,,8.7,,0.0,,1.2,,0.0,,1.2,,,,26,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-27,2020,11,27,,7.8,,4.9,,6.4,,11.6,,0.0,,0.0,T,0.0,,0.0,T,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-28,2020,11,28,,7.0,,1.8,,4.4,,13.6,,0.0,,0.0,T,0.0,,0.0,T,,,26,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-29,2020,11,29,,10.8,,0.7,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,20,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-30,2020,11,30,,5.5,,-0.9,,2.3,,15.7,,0.0,,20.6,,1.4,,22.0,,1,E,35,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-01,2020,12,01,,-0.1,,-2.2,,-1.2,,19.2,,0.0,,0.0,,9.8,,8.4,,9,E,35,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-02,2020,12,02,,3.8,,-1.4,,1.2,,16.8,,0.0,,,M,,M,1.0,,11,,32,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-03,2020,12,03,,4.1,,-1.5,,1.3,,16.7,,0.0,,,M,,M,0.0,,5,,27,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-04,2020,12,04,,3.4,,-0.2,,1.6,,16.4,,0.0,,,M,,M,3.6,,0,T,23,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-05,2020,12,05,,1.7,,-4.5,,-1.4,,19.4,,0.0,,,M,,M,0.0,,,,36,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-06,2020,12,06,,0.7,,-6.3,,-2.8,,20.8,,0.0,,,M,,M,0.0,,0,T,34,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-07,2020,12,07,,1.0,,-6.3,,-2.7,,20.7,,0.0,,,M,,M,0.0,,0,T,33,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-08,2020,12,08,,1.9,,-6.7,,-2.4,,20.4,,0.0,,,M,,M,0.0,,,,22,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-09,2020,12,09,,4.4,,0.1,,2.3,,15.7,,0.0,,0.2,,4.2,,4.0,,4,,28,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-10,2020,12,10,,5.9,,0.9,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-12-11,2020,12,11,,9.4,,0.8,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-12-12,2020,12,12,,9.1,,3.4,,6.3,,11.7,,0.0,,8.0,,0.0,,8.0,,,,25,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-13,2020,12,13,,5.1,,-0.6,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,,,29,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-14,2020,12,14,,1.7,,-2.5,,-0.4,,18.4,,0.0,,0.0,,0.0,T,0.0,T,0,T,27,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-15,2020,12,15,,-2.4,,-7.7,,-5.1,,23.1,,0.0,,0.0,,0.2,,0.2,,0,T,30,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-16,2020,12,16,,-5.6,,-8.7,,-7.2,,25.2,,0.0,,0.0,,1.4,,1.4,,0,T,6,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-17,2020,12,17,,-2.7,,-8.0,,-5.4,,23.4,,0.0,,0.0,,0.6,,0.6,,2,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-12-18,2020,12,18,,-1.3,,-9.7,,-5.5,,23.5,,0.0,,0.0,,0.0,,0.0,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-12-19,2020,12,19,,2.5,,-2.0,,0.3,,17.7,,0.0,,0.4,,1.8,,2.2,,0,T,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-12-20,2020,12,20,,5.0,,-0.4,,2.3,,15.7,,0.0,,1.2,,0.0,,1.2,,0,T,24,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-21,2020,12,21,,4.3,,-1.3,,1.5,,16.5,,0.0,,0.2,,0.0,,0.2,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-12-22,2020,12,22,,2.7,,-0.8,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,,,32,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-23,2020,12,23,,6.3,,0.5,,3.4,,14.6,,0.0,,1.8,,0.0,,1.8,,,,15,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-24,2020,12,24,,9.6,,-2.8,,3.4,,14.6,,0.0,,6.8,,4.4,,12.4,,1,E,23,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-25,2020,12,25,,-0.4,,-5.4,,-2.9,,20.9,,0.0,,0.0,,8.6,,8.0,,11,,26,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-26,2020,12,26,,-2.5,,-5.5,,-4.0,,22.0,,0.0,,0.0,,1.6,,1.6,,16,,24,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-27,2020,12,27,,2.5,,-3.7,,-0.6,,18.6,,0.0,,0.8,,0.2,,1.0,,15,,12,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-28,2020,12,28,,4.4,,-3.6,,0.4,,17.6,,0.0,,5.0,,0.2,,5.2,,5,,28,,67,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-29,2020,12,29,,-1.2,,-5.6,,-3.4,,21.4,,0.0,,0.0,,0.0,,0.0,,2,,29,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-30,2020,12,30,,5.1,,-3.7,,0.7,,17.3,,0.0,,1.6,,1.6,,3.2,,4,,29,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-31,2020,12,31,,1.5,,-3.0,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,1,,29,,54,
-79.4,43.67,TORONTO CITY,6158355,2021/3/21,2021,3,21,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/20,2021,3,20,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/19,2021,3,19,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/18,2021,3,18,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/17,2021,3,17,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/16,2021,3,16,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/15,2021,3,15,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/14,2021,3,14,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/13,2021,3,13,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/12,2021,3,12,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/11,2021,3,11,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/10,2021,3,10,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/9,2021,3,9,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/8,2021,3,8,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/7,2021,3,7,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/6,2021,3,6,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/5,2021,3,5,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/4,2021,3,4,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/3,2021,3,3,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/2,2021,3,2,,1,,-12.8,,-5.9,,23.9,,0,,,,,,0,,1,,,M,,
-79.4,43.67,TORONTO CITY,6158355,2021/3/1,2021,3,1,,6.5,,-9.6,,-1.5,,19.5,,0,,,,,,0,,1,,,M,,
-79.4,43.67,TORONTO CITY,6158355,2021/2/28,2021,2,28,,7.3,,0.8,,4.1,,13.9,,0,,,,,,1.3,,6,,,M,,
-79.4,43.67,TORONTO CITY,6158355,2021/2/27,2021,2,27,,6.4,,1,,3.7,,14.3,,0,,,,,,6.5,,7,,,M,,
